term_str,x,y,n,dfidf,pos_group
recent,3.9522066,-4.6235256,20,28.501755416394552,JJ
recognize,-4.544131,13.366029,11,25.541209043760983,VB
recognized,-4.9731812,20.56362,12,25.541209043760983,VB
recommend,-6.0054564,5.0694194,13,25.541209043760983,VB
recovery,-0.037313398,-10.038016,10,12.589191638410508,NN
reduce,-3.2983267,10.289244,15,24.59431618637297,VB
reflect,-1.5193585,12.610249,11,23.502912408741125,VB
reform,3.100051,-5.103922,21,25.541209043760983,NN
reforms,6.4157815,-10.837226,10,17.297158093186486,NN
regard,3.8502014,-11.480754,45,29.082418087521972,NN
relation,-3.0663476,-3.340249,15,20.818033540269386,NN
relations,5.1513057,-11.721712,47,28.103919879972757,NN
reliance,-5.362828,3.6210475,10,22.250877708197276,NN
relief,-1.7190512,4.734203,16,26.35676655364204,NN
relieve,-6.788077,13.891857,10,20.818033540269386,VB
religion,5.298607,-4.544872,17,27.636067080538773,NN
religious,7.577771,-17.279335,29,27.636067080538773,JJ
remain,-7.559807,18.71912,26,29.00582481748225,VB
remains,-4.0007205,8.230667,17,27.636067080538773,VB
remedy,-2.3907218,4.4341593,14,23.502912408741125,NN
remember,-8.568195,22.947319,20,28.117036768742114,VB
renew,-1.6372144,15.824566,16,25.541209043760983,VB
renewed,-5.4299827,0.6837204,13,27.051959939986375,VB
representative,0.11937479,-11.349644,11,20.818033540269386,JJ
representatives,2.3582735,-11.509285,19,27.636067080538773,NN
republic,9.391486,-19.38314,66,28.713533107284082,NN
republican,10.688304,-20.219103,21,28.117036768742114,JJ
republics,3.429779,-11.107461,12,24.59431618637297,NN
require,-5.6667857,14.272584,34,29.082418087521972,VB
required,-9.435786,22.938843,23,28.796246828663442,VB
requires,-3.6316507,-6.166341,15,27.051959939986375,VB
reserved,14.030603,-21.991068,19,24.59431618637297,VB
resolve,-4.371001,15.360963,18,26.35676655364204,NN
resources,8.554903,-21.607088,50,27.272134161077553,NN
respect,5.3444686,-19.746304,58,29.082418087521972,NN
respecting,6.684716,-18.7729,10,17.297158093186486,VB
respective,7.370681,-11.802297,17,25.541209043760983,JJ
respects,9.902207,-15.948315,12,20.818033540269386,VB
responsibilities,-2.2214773,-3.1966631,28,28.796246828663442,NN
responsibility,4.542463,-16.428675,62,27.272134161077553,NN
responsible,1.2575564,-1.3571901,20,27.636067080538773,JJ
rest,6.3459597,-2.606199,22,27.636067080538773,NN
restoration,4.2227254,-16.551678,13,20.818033540269386,NN
restore,-6.863929,8.271555,14,25.541209043760983,VB
rests,2.1070478,-8.272621,18,27.636067080538773,VB
result,2.2949893,0.24311039,33,29.169888105663883,NN
results,2.7162046,-6.0008307,20,27.636067080538773,NN
return,-3.380941,-2.1231403,24,28.796246828663442,NN
revenue,-1.5752771,2.8019476,61,28.501755416394552,NN
revenues,-2.480314,6.0285873,12,22.250877708197276,NN
revolution,7.0693917,-16.645874,34,29.188632372745946,NN
rewards,1.9076545,-16.385551,13,25.541209043760983,NN
rich,-0.24262787,-1.8421823,20,28.796246828663442,JJ
right,4.3488827,4.0893545,112,19.342342291834044,NN
rights,11.420539,-26.991436,135,13.027797773774324,NN
road,-4.5017343,8.041486,12,22.250877708197276,NN
role,-2.5642145,-10.881749,11,17.297158093186486,NN
rule,0.06476617,-8.414736,32,29.082418087521972,NN
rules,10.144369,-18.499252,19,27.051959939986375,NN
sacred,-1.7981701,0.35419586,26,28.796246828663442,JJ
sacredly,-5.8353987,22.015633,10,20.818033540269386,RB
sacrifice,-2.0331879,13.715543,25,29.00582481748225,NN
safe,-3.9430687,11.370869,19,28.117036768742114,JJ
safety,7.4972553,-20.916407,38,28.713533107284082,NN
said,-6.3227224,18.87009,21,29.00582481748225,VB
same,11.812345,-22.432945,83,21.16053487214126,JJ
sanction,-6.7142034,1.8816838,10,23.502912408741125,NN
satisfaction,4.192854,-2.1943223,17,27.051959939986375,NN
save,-1.3574986,5.3675094,16,25.541209043760983,VB
say,-8.394852,26.123047,37,29.169888105663883,VB
scarcely,-7.182827,22.610592,13,24.59431618637297,RB
schools,0.95826024,-12.808684,13,24.59431618637297,NN
science,5.1015015,-7.2161345,21,28.117036768742114,NN
sea,2.5792065,-17.600285,12,22.250877708197276,NN
seas,10.500656,-6.1048617,10,22.250877708197276,NN
second,-3.7852824,-4.597127,17,27.051959939986375,JJ
section,4.0418887,-11.668624,17,25.541209043760983,NN
sectional,-5.837812,8.7755165,14,24.59431618637297,JJ
sections,3.830588,-19.930885,20,26.35676655364204,NN
secure,2.6941526,-2.7151558,67,24.319864607484806,VB
secured,-3.542325,4.6955094,24,26.35676655364204,VB
security,4.874289,-16.81828,61,26.777982833515537,NN
see,-8.102882,26.174576,59,25.642065497271314,VB
seek,-7.0090475,21.522455,55,26.23407353748423,VB
seeking,-2.5402255,-0.6149697,24,28.796246828663442,VB
seeks,9.178664,-5.170146,10,22.250877708197276,VB
seem,-7.9446883,22.71469,20,28.117036768742114,VB
seems,-4.532562,14.75462,16,25.541209043760983,VB
seen,-3.89553,20.940619,29,29.00582481748225,VB
self-government,0.78571624,3.2162309,30,28.501755416394552,NN
selfish,-9.185553,9.732237,10,23.502912408741125,JJ
senate,-0.23002349,-8.926767,15,23.502912408741125,NN
senator,-6.929175,0.5760378,10,17.297158093186486,NN
sense,9.195513,-21.70842,52,26.23407353748423,NN
sentiment,9.891893,-17.580254,19,28.117036768742114,NN
sentiments,-2.2715936,11.500898,17,23.502912408741125,NN
separate,13.909668,-22.114838,14,26.35676655364204,JJ
serious,2.4145682,-5.182428,15,26.35676655364204,JJ
servants,-3.7054393,-6.989753,10,22.250877708197276,NN
serve,-6.290275,10.086531,25,29.135211801540407,VB
service,9.475554,-23.748508,79,24.319864607484806,NN
services,1.6995803,-18.6268,12,24.59431618637297,NN
session,5.4499125,-5.4327517,14,19.17838327682102,NN
set,-3.176514,3.8078458,27,28.501755416394552,VB
settled,-5.1310816,18.53774,23,27.051959939986375,VB
settlement,4.577339,-18.33508,19,24.59431618637297,NN
several,14.00259,-22.080929,28,28.501755416394552,JJ
shall,-9.310686,29.889412,311,8.165843601063113,MD
share,-2.2655327,1.2646942,36,28.929348421755872,NN
shared,-6.477029,3.076491,10,20.818033540269386,VB
short,-2.3641267,-1.9178578,17,27.051959939986375,JJ
should,-9.430082,29.913942,326,16.33977621132777,MD
show,-7.615636,13.813587,18,27.636067080538773,VB
shown,-11.332482,22.855497,15,27.051959939986375,VB
side,1.7938899,-3.0764608,20,28.796246828663442,NN
sides,0.012323572,-2.4166677,16,23.502912408741125,NN
simple,-3.7091413,1.8064903,18,27.051959939986375,JJ
since,8.223495,-9.217732,60,26.23407353748423,IN
sincere,-9.313223,3.7542245,13,25.541209043760983,JJ
single,-2.258504,3.5252843,28,29.188632372745946,JJ
situation,-3.1964927,4.9206076,16,25.541209043760983,NN
slavery,8.251958,-7.220472,25,25.541209043760983,NN
small,6.200318,-9.842656,27,29.135211801540407,JJ
so,-10.4557495,28.199043,370,1.4294994135043235,RB
social,0.19982044,2.6058156,33,29.169888105663883,JJ
society,2.8331585,-4.903867,36,28.713533107284082,NN
soil,-1.1000814,-6.2984715,19,27.051959939986375,NN
solemn,0.84875417,-2.876603,33,28.103919879972757,JJ
solution,11.959078,-21.275328,12,24.59431618637297,NN
some,3.69752,-20.825672,104,25.003510832789107,DT
something,-6.0303307,19.99605,22,27.051959939986375,NN
sometimes,-5.487766,17.121572,21,25.541209043760983,RB
soon,-7.0503902,19.281113,21,28.501755416394552,RB
sought,-5.5711102,18.122202,13,26.35676655364204,VB
sound,4.3899364,-10.234802,30,29.188632372745946,NN
source,4.693412,1.0836533,17,27.051959939986375,NN
sources,6.936815,-22.857798,10,20.818033540269386,NN
south,11.142761,-16.466711,32,26.35676655364204,NN
southern,13.993824,-22.057512,14,22.250877708197276,JJ
sovereign,4.7472496,-0.95694023,10,22.250877708197276,JJ
sovereignty,1.7154614,-4.563758,27,26.35676655364204,NN
speak,-2.4886537,15.684977,32,28.929348421755872,VB
special,-4.019656,-3.81682,22,27.051959939986375,JJ
sphere,-1.8458686,-14.084663,10,22.250877708197276,NN
spirit,11.260453,-26.90577,133,19.342342291834044,NN
stability,8.061854,-20.036383,14,23.502912408741125,NN
stand,-6.566884,23.766575,54,26.23407353748423,VB
standards,10.60564,-14.38448,18,25.541209043760983,NN
standing,-5.572783,-2.567861,15,26.35676655364204,VB
stands,-2.7146957,2.6083221,10,17.297158093186486,VB
state,10.237476,-25.45701,108,25.003510832789107,NN
states,11.960786,-28.504477,328,15.269083229370153,NN
statesmen,2.7910142,4.0555997,11,20.818033540269386,NN
station,-2.9818935,13.691591,16,27.636067080538773,NN
step,0.68916035,10.157359,10,22.250877708197276,NN
steps,-1.512134,14.332124,12,23.502912408741125,NN
still,-6.376358,19.106575,73,19.342342291834044,RB
story,9.175913,-3.4362233,15,17.297158093186486,NN
strength,3.4648972,-16.106953,71,26.23407353748423,NN
strengthen,-3.1117368,-1.5790454,20,28.501755416394552,VB
strengthened,-2.9788883,18.611809,17,27.051959939986375,VB
strict,10.778782,-8.119412,16,27.636067080538773,JJ
strictly,-5.3791137,11.626422,12,22.250877708197276,RB
strife,1.6630179,1.5023346,10,20.818033540269386,NN
strive,-9.286475,19.265438,18,25.541209043760983,VB
strong,-3.0208416,12.285071,53,27.272134161077553,JJ
stronger,-4.5547976,3.2883186,11,25.541209043760983,JJ
structure,6.467424,-7.004657,10,20.818033540269386,NN
struggle,3.9754736,-9.271628,20,27.636067080538773,NN
subject,-2.4459667,10.460232,61,28.437588093748378,NN
subjects,7.0457845,-8.7219305,19,27.051959939986375,NN
submit,-8.050171,-3.6959424,10,23.502912408741125,VB
succeed,-9.107276,24.647585,11,23.502912408741125,VB
success,2.8322282,-4.0573106,43,26.777982833515537,NN
successful,-2.0823245,9.156743,14,25.541209043760983,JJ
such,-10.529591,17.599737,219,16.33977621132777,JJ
suffer,-8.870279,20.102097,15,27.051959939986375,VB
suffering,-4.727101,-7.493277,14,26.35676655364204,NN
sufficient,-3.9238439,6.465484,34,29.082418087521972,JJ
suffrage,-3.8469586,-8.724824,18,24.59431618637297,NN
support,-2.3666177,-8.21802,88,22.82268438028926,NN
supported,4.9823756,-0.2442137,14,23.502912408741125,VB
supposed,-4.3109317,10.055362,12,17.297158093186486,VB
supreme,-1.9692817,6.7032204,26,27.636067080538773,JJ
sure,-7.6185837,21.01148,18,28.117036768742114,JJ
surely,-7.9706917,19.447083,19,28.117036768742114,RB
surplus,0.42449442,-2.5750036,13,20.818033540269386,NN
surrender,-9.824536,11.661043,11,23.502912408741125,VB
sustain,-3.0039935,8.379834,12,24.59431618637297,VB
sustained,3.1080232,-1.2997786,15,26.35676655364204,VB
sympathy,-4.6962414,0.49157748,13,23.502912408741125,NN
system,0.64729923,-16.166607,88,25.642065497271314,NN
take,-9.805575,23.13011,61,23.592493657326887,VB
taken,-6.813587,22.567612,38,28.929348421755872,VB
taking,1.660871,-10.91077,14,27.051959939986375,VB
talents,-1.031838,-0.66460925,13,25.541209043760983,NN
tariff,6.7476754,-11.138116,31,23.502912408741125,NN
task,1.4806348,-0.5463565,38,29.169888105663883,NN
tasks,-5.4803615,15.129888,12,20.818033540269386,NN
tax,-1.1400497,-1.3139001,19,20.818033540269386,NN
taxation,-4.514959,8.754414,21,25.541209043760983,NN
taxes,-0.396334,12.34767,19,26.35676655364204,NN
temporary,-3.3646984,8.70294,10,23.502912408741125,JJ
tendency,4.393128,-0.07582293,11,19.17838327682102,NN
term,12.126046,-18.469667,16,23.502912408741125,NN
terms,6.783378,-18.305582,24,29.00582481748225,NN
territories,11.432282,-16.771484,16,22.250877708197276,NN
territory,8.246151,-6.952488,38,28.117036768742114,NN
test,6.9981027,-5.5368066,10,20.818033540269386,NN
texas,9.039173,-7.262681,11,9.56271942704932,NN
than,-12.560577,8.407478,226,6.875176187496751,IN
thank,-5.475191,22.731798,13,20.818033540269386,VB
that,-9.129932,27.617626,1679,0.0,IN
the,10.246214,-28.25837,9792,0.0,DT
their,9.942244,-27.93673,731,2.832280724957402,PR
them,-10.749035,14.040101,323,6.875176187496751,PR
themselves,-7.233028,12.680412,69,21.16053487214126,PR
then,-9.422133,24.505882,77,25.003510832789107,RB
theory,8.103847,-23.104189,11,23.502912408741125,NN
there,-10.852582,28.173153,248,9.42706621456816,EX
thereby,-6.25374,5.942089,11,23.502912408741125,RB
therefore,-9.183434,24.043228,46,28.713533107284082,RB
these,9.110986,-0.9132058,269,4.207839759945508,DT
they,-11.676688,28.44653,424,5.55565294921136,PR
thing,-0.116157755,15.422314,13,24.59431618637297,NN
things,-4.1575546,18.000666,64,27.272134161077553,NN
think,-8.234626,26.783436,28,28.501755416394552,VB
this,8.008114,-26.354748,787,0.0,DT
those,9.626685,-0.50354815,306,6.875176187496751,DT
though,-5.3541555,18.613749,27,29.082418087521972,IN
thought,-4.423619,1.4609498,39,29.169888105663883,NN
thousands,1.322894,-15.315079,11,23.502912408741125,NN
threat,8.739983,-11.992401,11,23.502912408741125,NN
threatened,-2.424258,7.6574025,10,23.502912408741125,VB
through,11.463881,-22.07998,100,17.376116065169615,IN
throughout,11.257498,-22.05936,36,28.929348421755872,IN
thus,-5.3937182,11.1199665,34,29.135211801540407,RB
ties,0.16177008,-0.63942134,11,25.541209043760983,NN
time,7.3595138,-24.327492,198,6.875176187496751,NN
times,0.8110157,-0.4883618,50,26.777982833515537,NN
to,14.788,-17.194359,4359,0.0,TO
today,-6.689425,21.087818,81,28.929348421755872,NN
together,-6.9473867,15.769207,70,27.714749706752166,RB
toil,3.6011424,-0.48776484,10,23.502912408741125,NN
too,-9.840557,24.14895,80,25.003510832789107,RB
toward,-1.1293492,-7.733451,59,25.003510832789107,IN
trade,10.185955,-25.01085,50,29.169888105663883,NN
tranquillity,-4.946823,-9.924842,13,22.250877708197276,NN
treasury,6.659807,-15.251364,18,24.59431618637297,NN
treaties,-3.8845465,10.34651,10,20.818033540269386,NN
treaty,2.9714518,-15.60534,24,26.35676655364204,NN
trial,-2.6737387,1.7141283,16,23.502912408741125,NN
tribunal,3.3164592,-10.824749,11,20.818033540269386,NN
triumph,-1.2610245,-2.922748,11,24.59431618637297,NN
true,-5.3769264,8.802142,59,26.23407353748423,JJ
truly,0.22032185,8.585577,10,20.818033540269386,RB
trust,-5.9124637,22.767359,58,25.642065497271314,NN
truth,-4.072621,0.9299726,28,29.00582481748225,NN
try,-8.2327175,12.568645,11,20.818033540269386,VB
turn,-7.510746,21.21235,25,29.00582481748225,VB
turning,0.700526,5.4711165,11,20.818033540269386,VB
two,-0.31870466,-4.0034094,42,28.103919879972757,CD
tyranny,1.5939016,-4.6541567,12,20.818033540269386,NN
ultimate,5.9737406,-8.628591,10,23.502912408741125,JJ
under,12.039341,-25.15551,197,15.269083229370153,IN
understand,-8.502878,19.692694,15,27.051959939986375,VB
understanding,1.2186136,-3.23349,20,25.541209043760983,NN
understood,-8.892218,23.814241,10,20.818033540269386,JJ
union,12.021526,-27.845072,187,26.23407353748423,NN
unite,-6.978503,6.892047,15,25.541209043760983,JJ
united,12.283067,-28.37139,194,14.164836175043943,NN
unity,5.6525464,-12.9372425,27,28.501755416394552,NN
universal,-4.1195955,-10.8307495,14,23.502912408741125,JJ
unless,-3.0890477,16.734049,18,23.502912408741125,IN
unnecessary,-4.566456,10.91472,10,22.250877708197276,JJ
until,-6.3392096,21.54189,38,28.796246828663442,IN
up,2.6149032,3.6863222,58,25.003510832789107,RP
upon,14.637369,-17.268658,368,13.027797773774324,IN
us,-11.028184,25.155083,433,4.207839759945508,PR
use,-1.0630146,6.172453,51,28.713533107284082,NN
used,-6.850529,22.74716,15,20.818033540269386,VB
useful,-3.6302164,10.953711,15,26.35676655364204,JJ
utmost,1.1839676,0.84824985,10,24.59431618637297,JJ
value,9.095981,-16.927748,21,26.35676655364204,NN
values,9.098888,-15.461154,19,26.35676655364204,NN
various,-0.75843185,-4.210126,19,27.051959939986375,JJ
vast,7.8571925,-15.871315,27,28.117036768742114,JJ
very,1.4979029,-5.9189963,56,28.103919879972757,RB
vice,0.653482,-3.0519938,16,26.35676655364204,NN
victory,6.0817275,1.7476053,11,24.59431618637297,NN
view,4.137005,-10.237944,35,29.169888105663883,NN
views,-2.6192534,-4.325097,27,29.135211801540407,NN
vigor,5.2092524,-15.334441,11,25.541209043760983,NN
violate,-6.531756,11.327059,10,22.250877708197276,VB
violation,8.935115,-19.935076,10,20.818033540269386,NN
violence,-2.2813258,-9.481673,14,23.502912408741125,NN
virtue,10.266481,-23.836746,18,27.636067080538773,NN
virtuous,-4.5923805,5.151033,10,20.818033540269386,JJ
vision,-1.6673437,-3.6977358,19,26.35676655364204,NN
vital,-0.038314562,-9.884,22,28.117036768742114,JJ
voice,5.9317174,-18.637785,23,29.169888105663883,NN
voices,4.000078,2.9018347,16,20.818033540269386,NN
want,-2.7658064,14.406045,29,29.00582481748225,VB
wants,-0.7314199,-9.340211,10,19.17838327682102,VB
war,7.8198724,-24.540844,170,15.269083229370153,NN
wars,0.6948696,-16.474592,22,28.796246828663442,NN
was,-6.3891473,26.630253,263,14.164836175043943,VB
washington,5.7605247,-6.4592843,22,28.117036768742114,NN
waste,4.392596,-3.0504248,19,27.051959939986375,NN
way,4.497268,-14.918779,75,24.319864607484806,NN
ways,1.324479,-1.7818269,14,26.35676655364204,NN
we,-11.826984,28.455648,1567,1.4294994135043235,PR
weak,4.484473,-6.8476934,18,27.051959939986375,JJ
weakness,-9.333872,15.792583,10,20.818033540269386,NN
wealth,3.6589077,-5.744572,31,29.188632372745946,NN
weapons,3.2375183,1.1395267,14,20.818033540269386,NN
weight,-1.8945411,-0.9988116,13,26.35676655364204,NN
welcome,-1.0398463,16.835764,11,23.502912408741125,VB
welfare,9.214271,-24.359701,41,29.169888105663883,NN
well,-10.283631,27.179174,112,15.269083229370153,RB
were,-6.543683,26.158945,136,23.592493657326887,VB
west,-5.5726075,-6.6802993,10,23.502912408741125,NN
western,0.69892395,-6.071582,15,23.502912408741125,JJ
what,-10.169151,28.695442,158,19.342342291834044,WP
whatever,-7.5526223,11.361053,29,28.929348421755872,WD
when,-3.39939,-7.6453004,198,8.165843601063113,WR
whenever,-3.6655834,17.242186,11,22.250877708197276,WR
where,-1.1640904,-5.864922,65,28.103919879972757,WR
wherever,-5.2553844,14.660741,15,26.35676655364204,NN
whether,-1.7359369,16.300987,43,28.929348421755872,IN
which,-12.191933,23.305204,999,1.4294994135043235,WD
while,-3.3731534,15.735829,76,26.23407353748423,IN
whilst,-3.966198,0.4323128,14,20.818033540269386,NN
who,-12.43315,23.308382,347,6.875176187496751,WP
whole,11.007679,-26.049791,92,25.003510832789107,JJ
whom,-3.607768,21.255468,39,28.929348421755872,WP
whose,2.733055,2.3355188,65,27.272134161077553,WP
why,-9.84869,19.647715,14,22.250877708197276,WR
will,-9.416661,29.899435,832,2.832280724957402,MD
willing,-9.3108,0.42232132,13,25.541209043760983,JJ
wisdom,3.4601314,-7.9348106,45,26.777982833515537,NN
wise,-2.067334,2.1814003,32,28.929348421755872,NN
wisely,-3.9816353,18.514479,18,27.636067080538773,RB
wish,-8.254796,26.97238,31,29.00582481748225,VB
wishes,11.062534,-10.003285,12,23.502912408741125,NN
with,12.99694,-25.61426,924,1.4294994135043235,IN
within,11.4718485,-22.267706,94,22.82268438028926,IN
without,-4.5099654,6.538704,137,15.269083229370153,IN
women,5.4193134,-1.4462926,24,26.35676655364204,NN
word,-2.968355,7.0233045,11,19.17838327682102,NN
words,6.3281875,-8.069391,28,29.00582481748225,NN
work,-9.480653,13.91398,105,20.27042360308082,NN
working,-3.438307,-12.237288,10,22.250877708197276,VB
world,12.215998,-27.860176,316,6.875176187496751,NN
worthy,-5.217978,13.366944,12,23.502912408741125,JJ
would,-9.494906,29.578468,210,8.165843601063113,MD
written,-4.198689,5.547821,14,24.59431618637297,VB
wrong,-6.2881565,9.217538,22,29.00582481748225,JJ
year,1.0923091,-6.4053564,28,29.188632372745946,NN
years,3.3394723,3.751439,134,16.33977621132777,NN
yes,-7.6911716,5.566687,10,17.297158093186486,UH
yet,-9.662106,23.972305,79,24.319864607484806,RB
you,-11.129327,26.536106,163,22.82268438028926,PR
young,3.407746,-13.132401,19,27.051959939986375,JJ
your,3.0570793,-1.3122158,109,26.777982833515537,PR
zeal,11.344523,-15.421211,12,22.250877708197276,NN
